yx,yy,yz,yaw,pitch
-0.038839,0.716427,-0.69524,-3.103085996,44.09812528
-0.0888832,0.71385,-0.696306,-7.097508923,44.06693606
0.349289,0.610814,-0.681009,29.76272798,44.06399615
0.283547,0.654739,-0.690161,23.41592864,44.0474228
0.368846,0.602921,-0.682904,31.456838,44.01504169
-0.118331,0.711169,-0.6965,-9.446865977,44.01193354
-0.321568,0.64736,-0.697723,-26.41531498,43.98751585
-0.544017,0.459658,-0.686535,-49.80442464,43.94849943
-0.553222,0.450567,-0.684974,-50.83919639,43.83192498
-0.547063,0.457046,-0.683588,-50.12279389,43.79916728
0.363835,0.629668,-0.696673,30.0201972,43.77077588
-0.224543,0.686931,-0.691589,-18.10145744,43.73987411
0.348165,0.610575,-0.67231,29.69286028,43.72711191
0.580829,0.460411,-0.70885,51.59687349,43.72292667
0.164423,0.704992,-0.692101,13.12823125,43.71305432
0.594574,0.40992,-0.689268,55.41626929,43.66398639
0.594574,0.40992,-0.689268,55.41626929,43.66398639
0.0126164,0.724734,-0.688997,0.997322417,43.54762233
-0.439551,0.570673,-0.684548,-37.60463995,43.54107225
0.361357,0.624435,-0.683872,30.05772356,43.46807283
0.361357,0.624435,-0.683872,30.05772356,43.46807283
0.361357,0.624435,-0.683872,30.05772356,43.46807283
-0.431934,0.562972,-0.672402,-37.49682204,43.4589847
-0.566315,0.422735,-0.669567,-53.25990467,43.45468997
-0.566315,0.422735,-0.669567,-53.25990467,43.45468997
-0.0742182,0.725118,-0.68688,-5.844059386,43.29972569
0.257134,0.694814,-0.696687,20.30830477,43.23968428
0.257134,0.694814,-0.696687,20.30830477,43.23968428
0.292111,0.668778,-0.684692,23.59489748,43.17387038
-0.0094175,0.7293,-0.684003,-0.739823139,43.1618894
0.492958,0.50387,-0.660418,44.37282402,43.13371995
0.202502,0.71011,-0.691459,15.91655496,43.11895313
0.202502,0.71011,-0.691459,15.91655496,43.11895313
-0.638218,0.312523,-0.665071,-63.909903,43.10329365
-0.638218,0.312523,-0.665071,-63.909903,43.10329365
-0.72242,0.0833917,-0.680497,-83.4152732,43.09912611
0.292714,0.673921,-0.687425,23.47745986,43.09427426
-0.548759,0.472803,-0.676974,-49.25227742,43.06378388
0.278159,0.695546,-0.699548,21.79719118,43.04077316
0.244932,0.694473,-0.687158,19.42711314,43.01889736
0.260459,0.686207,-0.684496,20.78492441,43.00223251
0.130156,0.726126,-0.687491,10.16218561,42.98236903
-0.196433,0.705878,-0.680958,-15.55091718,42.90381416
-0.518012,0.505234,-0.671973,-45.71545593,42.88137635
0.388303,0.623071,-0.681756,31.93150186,42.88025892
-0.0057933,0.732682,-0.68037,-0.453026992,42.87895236
0.716708,0.151713,-0.679803,78.04804165,42.85963905
0.716708,0.151713,-0.679803,78.04804165,42.85963905
0.297451,0.651646,-0.661945,24.53484962,42.74060497
0.146067,0.72368,-0.67926,11.41122251,42.616075
0.146067,0.72368,-0.67926,11.41122251,42.616075
0.0178192,0.73707,-0.674974,1.384897117,42.47364806
0.367575,0.578916,-0.624184,32.41296159,42.30905554
0.367575,0.578916,-0.624184,32.41296159,42.30905554
0.087486,0.737461,-0.674829,6.76545672,42.26138807
0.383016,0.622095,-0.663299,31.62008009,42.23770797
-0.579771,0.448798,-0.665607,-52.2567148,42.23425893
-0.15152,0.718249,-0.664253,-11.9123115,42.14214531
-0.546728,0.532807,-0.68997,-45.73880915,42.10727724
-0.569047,0.464275,-0.66356,-50.78962597,42.09849228
-0.56139,0.474589,-0.663392,-49.7894232,42.06415096
0.284875,0.688236,-0.6702,22.48566706,41.97965939
-0.526322,0.523449,-0.666877,-45.15680597,41.93618268
-0.339502,0.662823,-0.667589,-27.12180279,41.87429454
0.450161,0.6372,-0.699103,35.23995812,41.86313623
-0.07501,0.740082,-0.66633,-5.787372408,41.85261844
-0.616446,0.423361,-0.669334,-55.51961171,41.82989707
0.0359589,0.743971,-0.666436,2.767165745,41.82019772
-0.584302,0.451514,-0.66063,-52.30527394,41.81726488
-0.228347,0.70586,-0.662167,-17.92648905,41.75072807
-0.551291,0.499341,-0.662323,-47.83076614,41.68309996
0.371376,0.628001,-0.644052,30.5984618,41.43663599
-0.482065,0.569695,-0.658302,-40.23725998,41.41574615
-0.482065,0.569695,-0.658302,-40.23725998,41.41574615
-0.204882,0.676501,-0.623241,-16.84922142,41.40333235
-0.64904,0.301813,-0.630989,-65.06089006,41.39739645
-0.64904,0.301813,-0.630989,-65.06089006,41.39739645
-0.64904,0.301813,-0.630989,-65.06089006,41.39739645
0.544725,0.514636,-0.659423,46.62693297,41.3462938
0.711035,0.242634,-0.660054,71.15827599,41.30113936
0.604475,0.437755,-0.654576,54.08830436,41.25241681
-0.29632,0.691815,-0.658738,-23.1865449,41.19493818
0.112493,0.743442,-0.657319,8.604367587,41.16012313
0.302738,0.685683,-0.655243,23.82208466,41.15971151
0.259378,0.730781,-0.676893,19.5414327,41.11793605
-0.619476,0.427146,-0.65645,-55.41265244,41.10140825
0.078055,0.749476,-0.656769,5.945697133,41.07508696
0.078055,0.749476,-0.656769,5.945697133,41.07508696
-0.373967,0.64388,-0.6486,-30.14811937,41.05810873
0.198052,0.724838,-0.654345,15.28225727,41.05014983
0.24591,0.715549,-0.655335,18.9661133,40.896775
0.0903835,0.749793,-0.653808,6.873531967,40.88331161
0.102231,0.752882,-0.655775,7.732683883,40.79744747
0.111048,0.753539,-0.657297,8.383259448,40.79286862
0.587487,0.482448,-0.654653,50.60694593,40.73385049
0.00772406,0.759282,-0.650706,0.582841123,40.59516874
-0.489034,0.579057,-0.646729,-40.18226808,40.47348901
0.101513,0.751178,-0.646356,7.696235952,40.45441054
-0.0470745,0.760243,-0.648152,-3.543249964,40.3954325
-0.627896,0.436585,-0.650192,-55.18856265,40.37083809
-0.604137,0.471679,-0.651202,-52.01911844,40.3519521
0.464141,0.62431,-0.65856,36.6288235,40.2493827
0.149207,0.74999,-0.645395,11.25181613,40.16429284
0.257734,0.706877,-0.63484,20.03233104,40.15620691
-0.709297,0.27103,-0.640396,-69.08760646,40.1438251
0.116619,0.754436,-0.643663,8.787104499,40.13615554
0.194245,0.732109,-0.638426,14.85949182,40.12666281
-0.320603,0.694535,-0.644703,-24.77843103,40.12392523
-0.519216,0.559091,-0.642424,-42.88220919,40.09643613
-0.581545,0.489937,-0.639194,-49.88670711,40.04988412
-0.687897,0.315092,-0.635436,-65.38979861,40.02443629
0.29594,0.702807,-0.639935,22.83512658,40.00264343
0.213461,0.719698,-0.629529,16.52025223,39.98333019
0.00834648,0.765765,-0.641769,0.624472445,39.96387841
-0.523114,0.552362,-0.636171,-43.44220233,39.90349989
0.0114718,0.767063,-0.640961,0.856822355,39.879117
-0.675653,0.371439,-0.642883,-61.20028523,39.82158429
0.273412,0.744859,-0.660216,20.15644134,39.76311792
0.273412,0.744859,-0.660216,20.15644134,39.76311792
-0.384357,0.61712,-0.604392,-31.91563131,39.73744394
-0.687598,0.3483,-0.640687,-63.13568969,39.73395412
-0.168285,0.751655,-0.639588,-12.61961481,39.70455023
0.00959599,0.768991,-0.638453,0.714938395,39.69888267
-0.764047,0.0816089,-0.637259,-83.90327486,39.67027254
0.419964,0.525538,-0.557164,38.62878972,39.63218696
0.419964,0.525538,-0.557164,38.62878972,39.63218696
0.0942078,0.764797,-0.636481,7.022327206,39.55600155
0.00299227,0.771954,-0.63548,0.222090414,39.46133067
0.476485,0.584391,-0.617842,39.19218768,39.33098592
-0.607096,0.468909,-0.627699,-52.31820862,39.29264465
0.326875,0.699662,-0.631183,25.04150505,39.2600586
-0.460697,0.609005,-0.623905,-37.10659092,39.24973766
0.387983,0.695783,-0.650769,29.14494205,39.24490799
-0.366381,0.677675,-0.629,-28.3976117,39.23111982
-0.498115,0.587223,-0.626731,-40.30645111,39.14222756
-0.498115,0.587223,-0.626731,-40.30645111,39.14222756
-0.559024,0.532649,-0.628349,-46.38400625,39.13733716
0.343324,0.663187,-0.60712,27.37006372,39.11034894
0.12665,0.764813,-0.629205,9.402627077,39.06410265
0.123948,0.767846,-0.629779,9.169755649,38.99735553
-0.550112,0.543463,-0.625761,-45.3483574,38.98049494
0.428688,0.645782,-0.625982,33.57730984,38.92419801
0.428688,0.645782,-0.625982,33.57730984,38.92419801
0.428688,0.645782,-0.625982,33.57730984,38.92419801
-0.440786,0.631311,-0.621601,-34.92302958,38.91431495
-0.596342,0.491054,-0.623029,-50.53047018,38.88648789
-0.311142,0.714384,-0.627718,-23.53499737,38.85464475
-0.560415,0.533021,-0.622047,-46.4351387,38.80910869
-0.257851,0.736108,-0.626927,-19.30482854,38.79200051
-0.603656,0.492556,-0.625818,-50.78711013,38.77308715
-0.521427,0.577871,-0.624407,-42.06070104,38.7374193
-0.190699,0.754687,-0.623301,-14.18100688,38.68559823
0.131216,0.771149,-0.625043,9.656758949,38.62659187
-0.694185,0.367318,-0.626715,-62.11508926,38.58919948
0.242336,0.728222,-0.611763,18.40628916,38.55836258
-0.667915,0.409552,-0.622116,-58.48421453,38.45099587
-0.63394,0.456223,-0.619241,-54.2588409,38.40893875
-0.404471,0.627398,-0.590749,-32.80906992,38.35755492
-0.404471,0.627398,-0.590749,-32.80906992,38.35755492
-0.705321,0.330272,-0.614548,-64.90829421,38.27619133
-0.540746,0.570834,-0.619327,-43.44950918,38.2258628
0.748979,0.188959,-0.608337,75.84039955,38.222018
-0.613691,0.48909,-0.617541,-51.44639511,38.20032008
0.0966121,0.784634,-0.618631,7.019505744,38.0439958
-0.59488,0.517079,-0.616557,-49.00232035,38.03387513
0.114587,0.784445,-0.619839,8.310645184,38.02060518
0.114587,0.784445,-0.619839,8.310645184,38.02060518
0.0414404,0.787276,-0.61567,3.013137398,37.9878603
0.0414404,0.787276,-0.61567,3.013137398,37.9878603
-0.650647,0.44555,-0.615538,-55.59744005,37.97440145
0.120866,0.785688,-0.61723,8.745515638,37.82783737
0.0394949,0.78942,-0.612971,2.86413555,37.794035
0.0394949,0.78942,-0.612971,2.86413555,37.794035
-0.404132,0.688718,-0.61819,-30.40393285,37.74549557
-0.54479,0.582628,-0.617362,-43.07778103,37.73888217
0.210383,0.777853,-0.622051,15.13447232,37.66689879
0.210383,0.777853,-0.622051,15.13447232,37.66689879
-0.320125,0.725019,-0.610752,-23.82338368,37.61849962
0.27462,0.743242,-0.6099,20.27873423,37.5866207
0.27462,0.743242,-0.6099,20.27873423,37.5866207
-0.075762,0.789493,-0.609152,-5.481481456,37.52589678
0.404914,0.701766,-0.621636,29.98464085,37.497527
0.519918,0.591018,-0.60292,41.33805949,37.45015689
0.188073,0.707187,-0.560048,14.89281852,37.42809853
0.188073,0.707187,-0.560048,14.89281852,37.42809853
0.188073,0.707187,-0.560048,14.89281852,37.42809853
-0.460113,0.635443,-0.600141,-35.90763034,37.41476204
-0.460113,0.635443,-0.600141,-35.90763034,37.41476204
-0.58511,0.53009,-0.602961,-47.82447971,37.36902056
-0.688736,0.393089,-0.604988,-60.28488003,37.33979071
-0.410959,0.675563,-0.602074,-31.3130176,37.28579022
0.190726,0.77573,-0.606489,13.81312539,37.2064656
0.169024,0.778599,-0.60424,12.24814371,37.17653016
-0.597485,0.519856,-0.599776,-48.97432673,37.13694807
-0.497594,0.622482,-0.6032,-38.63782318,37.12254676
0.399483,0.690066,-0.601757,30.06678594,37.04148303
0.18998,0.775576,-0.602253,13.76378339,37.02453099
0.244157,0.777425,-0.614388,17.43534428,37.01544339
0.244157,0.777425,-0.614388,17.43534428,37.01544339
-0.604432,0.513663,-0.597923,-49.64119826,37.00892407
0.20697,0.758218,-0.592042,15.26800837,36.98975173
-0.0192622,0.796193,-0.599404,-1.385879455,36.96575338
0.368186,0.7091,-0.600853,27.43969368,36.94376694
-0.234971,0.760776,-0.597062,-17.16367002,36.86460711
-0.629104,0.482593,-0.594388,-52.50776686,36.85711589
-0.446645,0.661098,-0.597693,-34.04338832,36.83844658
0.121454,0.790246,-0.598187,8.737499333,36.80303586
0.30696,0.737752,-0.596392,22.59096285,36.73632509
-0.633024,0.491983,-0.598179,-52.14583215,36.7270907
0.32314,0.731313,-0.594205,23.83885146,36.61968429
-0.102419,0.797708,-0.596028,-7.316270108,36.54186297
-0.213756,0.775672,-0.595501,-15.40688846,36.50637987
0.165663,0.795494,-0.601401,11.7638077,36.50627331
0.548501,0.610399,-0.607305,41.94268054,36.50305546
-0.246234,0.764555,-0.59354,-17.85176948,36.4622956
-0.659828,0.46189,-0.594797,-55.00737371,36.44531162
-0.00343056,0.804434,-0.593907,-0.244340018,36.43789774
-0.744634,0.297733,-0.588371,-68.20659058,36.26656149
0.435164,0.665151,-0.582432,33.19405168,36.23221083
-0.576962,0.555574,-0.586692,-46.08190511,36.22202725
0.178658,0.797911,-0.59835,12.62077255,36.19578492
-0.510601,0.605838,-0.578875,-40.1242299,36.15253694
0.797805,0.0717249,-0.585109,84.86276013,36.14635403
-0.681486,0.408308,-0.578915,-59.07233507,36.0810536
-0.255101,0.771617,-0.590426,-18.29418167,35.99862676
0.00920448,0.809441,-0.587161,0.651505331,35.95502279
0.33489,0.725707,-0.578772,24.77177598,35.90991705
-0.093156,0.80458,-0.586326,-6.604421274,35.90076117
0.427113,0.688058,-0.585901,31.83000234,35.88471487
0.652108,0.493622,-0.591259,52.87560545,35.86419986
-0.286343,0.758357,-0.585495,-20.68570305,35.83999403
-0.3184,0.744089,-0.583225,-23.16636304,35.77687451
-0.273372,0.764726,-0.584859,-19.67080442,35.76006415
0.437875,0.726163,-0.609945,31.08990243,35.72758392
-0.740526,0.301056,-0.574929,-67.87612113,35.7242843
-0.174311,0.794374,-0.582547,-12.37636804,35.61397545
-0.174311,0.794374,-0.582547,-12.37636804,35.61397545
0.149622,0.798796,-0.581459,10.60910526,35.58282181
0.514851,0.50569,-0.515906,45.51430814,35.56049746
0.514851,0.50569,-0.515906,45.51430814,35.56049746
0.0361707,0.813025,-0.581338,2.547354352,35.53914283
0.0361707,0.813025,-0.581338,2.547354352,35.53914283
0.0370091,0.813608,-0.580568,2.604453919,35.48260301
0.0370091,0.813608,-0.580568,2.604453919,35.48260301
0.341226,0.73988,-0.579225,24.75872656,35.40910322
0.518827,0.622002,-0.574966,39.83230729,35.36911022
0.312108,0.760482,-0.583487,22.31364552,35.3673817
0.190063,0.791183,-0.577388,13.50799493,35.35914825
0.322337,0.746981,-0.576873,23.34114818,35.33936553
0.495967,0.635056,-0.570045,37.98917876,35.27734713
0.339166,0.740879,-0.574423,24.59776934,35.18258375
-0.126796,0.767448,-0.547562,-9.381527855,35.14329108
0.459279,0.682788,-0.578138,33.92684475,35.09095945
-0.630585,0.513306,-0.57087,-50.85387457,35.07256509
0.0993083,0.813776,-0.575038,6.957628088,35.0468078
0.561093,0.584825,-0.567168,43.8135721,34.98470819
0.567336,0.57559,-0.564977,44.58622768,34.95597413
-0.647252,0.497656,-0.570747,-52.44420993,34.95571063
-0.755042,0.278898,-0.561518,-69.72673929,34.90039724
0.549416,0.594017,-0.561254,42.76624059,34.74669088
-0.0433261,0.819304,-0.568652,-3.027072449,34.72578037
0.355293,0.738932,-0.568132,25.67916047,34.71883674
-0.0501529,0.818563,-0.567278,-3.506097713,34.67237652
-0.0501529,0.818563,-0.567278,-3.506097713,34.67237652
-0.265201,0.775375,-0.564956,-18.88219301,34.58287668
-0.664005,0.476807,-0.562867,-54.31872598,34.54945426
0.0486323,0.821797,-0.566711,3.386699678,34.54334539
0.525842,0.639643,-0.567937,39.4231689,34.44543713
-0.817687,0.0854307,-0.563828,-84.03546334,34.4426116
-0.18567,0.800755,-0.563497,-13.05441076,34.43143734
0.518122,0.644119,-0.565607,38.81280352,34.38075668
-0.66099,0.456982,-0.549538,-55.34157144,34.36675947
0.0994,0.818697,-0.563912,6.922538053,34.36317965
0.0994,0.818697,-0.563912,6.922538053,34.36317965
-0.639853,0.52233,-0.564744,-50.77427107,34.36147958
-0.0859876,0.821437,-0.56443,-5.975928299,34.3483534
0.548343,0.601318,-0.556054,42.36174537,34.34419179
-0.568981,0.692383,-0.611035,-39.41240978,34.28709878
0.480927,0.639945,-0.545409,36.92533877,34.26757146
0.0687633,0.823999,-0.5632,4.770320323,34.2598886
0.0687633,0.823999,-0.5632,4.770320323,34.2598886
0.0622324,0.82322,-0.561703,4.323127144,34.23070238
-0.730243,0.3929,-0.563969,-61.71796773,34.22002172
-0.590667,0.573714,-0.559921,-45.83414855,34.21519323
-0.590667,0.573714,-0.559921,-45.83414855,34.21519323
0.325821,0.75781,-0.560204,23.2653247,34.18159412
-0.596665,0.55016,-0.551094,-47.32213385,34.17754528
0.394372,0.726741,-0.558554,28.48683606,34.03981062
0.591373,0.548895,-0.544282,47.13343285,34.00265787
-0.799622,0.196156,-0.553189,-76.21689545,33.89684079
0.710283,0.36353,-0.53602,62.89617571,33.89250816
-0.587229,0.584721,-0.556367,-45.1226141,33.87649232
0.144584,0.812841,-0.554024,10.08599132,33.86383813
0.568553,0.606425,-0.557655,43.15387625,33.85568226
0.49924,0.66606,-0.558388,36.85310247,33.85463098
0.144701,0.818474,-0.557413,10.02592946,33.84735616
-0.820315,0.107076,-0.553932,-82.56320836,33.80576016
0.0271599,0.790631,-0.528361,1.967461373,33.73831393
0.763294,0.454331,-0.593154,59.23787168,33.73335915
0.432071,0.716551,-0.556151,31.08943443,33.6106171
-0.572291,0.582063,-0.541003,-44.51498329,33.53505636
-0.0869714,0.826492,-0.549369,-6.007102749,33.46668944
0.30906,0.779698,-0.554132,21.62259425,33.45232803
-0.46928,0.650215,-0.529014,-35.81913308,33.41369092
0.0241604,0.834768,-0.549568,1.657829021,33.34781992
0.0811682,0.828237,-0.546472,5.597180564,33.29113182
-0.292043,0.787629,-0.551208,-20.34415156,33.2719813
-0.266698,0.793984,-0.549479,-18.56712053,33.26617753
-0.742839,0.387125,-0.54874,-62.47406345,33.22825466
-0.274512,0.790653,-0.547061,-19.14682519,33.1700234
0.158122,0.822288,-0.54676,10.88483444,33.14302372
-0.651638,0.518281,-0.543133,-51.50297654,33.11729913
-0.651638,0.518281,-0.543133,-51.50297654,33.11729913
-0.821498,0.136692,-0.542829,-80.55290183,33.09701969
-0.812109,0.183475,-0.542531,-77.26923041,33.08942336
0.164723,0.821879,-0.545982,11.33320405,33.07845324
-0.10784,0.832211,-0.546062,-7.383388658,33.05275986
0.136341,0.822378,-0.542382,9.413372416,33.04994502
0.822556,0.17175,-0.54657,78.20606715,33.04198077
0.0258932,0.836024,-0.54327,1.773988518,33.00430379
0.0258932,0.836024,-0.54327,1.773988518,33.00430379
0.0258932,0.836024,-0.54327,1.773988518,33.00430379
0.414829,0.741665,-0.551262,29.21921278,32.9715006
0.24648,0.811246,-0.549996,16.90029872,32.97085489
0.24648,0.811246,-0.549996,16.90029872,32.97085489
0.284753,0.788952,-0.543625,19.84581263,32.94824994
0.637784,0.522685,-0.533006,50.66425215,32.87781534
0.0554198,0.838562,-0.542762,3.781127332,32.85616784
0.0554198,0.838562,-0.542762,3.781127332,32.85616784
0.0794706,0.837104,-0.542297,5.423130499,32.81899689
0.0794706,0.837104,-0.542297,5.423130499,32.81899689
0.317554,0.77749,-0.541458,22.21681504,32.81050919
0.33782,0.765918,-0.538512,23.80062071,32.75314269
-0.34883,0.757289,-0.535361,-24.73221339,32.70445183
0.187255,0.820685,-0.540501,12.85309525,32.70433063
0.734661,0.409754,-0.540102,60.84959561,32.7028102
0.0487965,0.840346,-0.540444,3.323271036,32.70205777
0.0487965,0.840346,-0.540444,3.323271036,32.70205777
0.0695041,0.839609,-0.539799,4.732241105,32.64872236
0.0695041,0.839609,-0.539799,4.732241105,32.64872236
-0.106313,0.833085,-0.537029,-7.272414667,32.59652386
0.766164,0.345717,-0.536848,65.71362475,32.56576547
-0.206039,0.811909,-0.534247,-14.2394179,32.52960153
-0.290053,0.789618,-0.536474,-20.16996579,32.5274498
0.0586282,0.841948,-0.537219,3.983303931,32.47778732
0.0586282,0.841948,-0.537219,3.983303931,32.47778732
0.555473,0.636257,-0.536682,41.1220141,32.43255877
-0.062459,0.841676,-0.536153,-4.244019971,32.42614902
-0.81546,0.196991,-0.532039,-76.41922012,32.38278836
-0.454178,0.708166,-0.532025,-32.67383822,32.30878589
-0.454178,0.708166,-0.532025,-32.67383822,32.30878589
-0.454178,0.708166,-0.532025,-32.67383822,32.30878589
-0.316299,0.782818,-0.533844,-22.00125827,32.30471393
-0.025119,0.844044,-0.532759,-1.704636274,32.24859811
0.618958,0.575944,-0.533368,47.06163931,32.2459182
0.383881,0.756079,-0.534219,26.91809145,32.21141992
0.0264129,0.845863,-0.533038,1.788535629,32.2053329
0.0264129,0.845863,-0.533038,1.788535629,32.2053329
0.4485,0.721929,-0.534889,31.85070939,32.18440689
-0.31274,0.772546,-0.524191,-22.03895491,32.16757472
-0.31274,0.772546,-0.524191,-22.03895491,32.16757472
-0.31274,0.772546,-0.524191,-22.03895491,32.16757472
-0.622407,0.570668,-0.530647,-47.4831382,32.14577729
-0.622407,0.570668,-0.530647,-47.4831382,32.14577729
0.0357959,0.846524,-0.531407,2.421352351,32.09558139
0.0357959,0.846524,-0.531407,2.421352351,32.09558139
-0.351624,0.758083,-0.523433,-24.88343178,32.06179605
-0.614668,0.580405,-0.529517,-46.64223246,32.06126649
-0.614668,0.580405,-0.529517,-46.64223246,32.06126649
0.00070408,0.847722,-0.530293,0.047587302,32.02805395
0.00070408,0.847722,-0.530293,0.047587302,32.02805395
0.0455799,0.847578,-0.529312,3.078209678,31.94759913
0.0455799,0.847578,-0.529312,3.078209678,31.94759913
0.451362,0.735996,-0.537646,31.51941211,31.9115687
0.0507583,0.847822,-0.528664,3.426154489,31.89982348
0.0507583,0.847822,-0.528664,3.426154489,31.89982348
-0.269095,0.817454,-0.534716,-18.22085833,31.85370838
0.807668,0.264535,-0.527678,71.86485825,31.83535407
-0.434654,0.764759,-0.545338,-29.61191716,31.79685683
-0.237367,0.819364,-0.527555,-16.15612498,31.73394136
0.475924,0.711357,-0.528647,33.78397854,31.70213539
0.389939,0.761742,-0.527498,27.10810159,31.65042832
0.313859,0.79407,-0.524166,21.56658631,31.54524481
0.109584,0.843903,-0.52215,7.398673784,31.53247796
-0.45406,0.757162,-0.541626,-30.95055666,31.528333
0.260207,0.815931,-0.523271,17.68790328,31.42492319
0.580174,0.612145,-0.514784,43.46403141,31.39854039
-0.422966,0.762304,-0.53196,-29.02379719,31.39141276
0.487367,0.760262,-0.549941,32.66195772,31.34025394
0.487367,0.760262,-0.549941,32.66195772,31.34025394
-0.152597,0.842881,-0.520375,-10.26180084,31.27872478
-0.152597,0.842881,-0.520375,-10.26180084,31.27872478
-0.34428,0.787091,-0.5211,-23.62495932,31.23973854
-0.276821,0.806108,-0.51685,-18.95269489,31.23294203
0.334581,0.780799,-0.514257,23.19566786,31.19024992
0.52959,0.654533,-0.509658,38.97671054,31.18781183
0.139122,0.82622,-0.50714,9.55801666,31.18595632
-0.184584,0.813331,-0.504339,-12.78658361,31.16190776
-0.494371,0.686715,-0.511359,-35.75038135,31.14590081
-0.830575,0.194792,-0.513859,-76.80115129,31.06203948
-0.0914295,0.843889,-0.511118,-6.183479886,31.05407839
0.33845,0.755892,-0.497948,24.12040826,31.01591225
0.541283,0.700888,-0.532192,37.67825345,31.00422407
0.128803,0.847866,-0.514357,8.638005144,30.95396864
-0.276406,0.797789,-0.503913,-19.10941286,30.83004845
-0.0686064,0.850853,-0.508822,-4.609928264,30.79829877
0.305054,0.814998,-0.517509,20.52089012,30.73947499
-0.708373,0.477085,-0.50748,-56.0399681,30.71893728
-0.449886,0.766794,-0.527733,-30.40059101,30.69365813
-0.292785,0.806231,-0.508782,-19.95862949,30.67473497
-0.301524,0.769219,-0.489748,-21.4045436,30.65811338
-0.301524,0.769219,-0.489748,-21.4045436,30.65811338
-0.301524,0.769219,-0.489748,-21.4045436,30.65811338
0.407826,0.756656,-0.509358,28.32398773,30.6500125
0.407826,0.756656,-0.509358,28.32398773,30.6500125
0.579491,0.625276,-0.504731,42.82362443,30.62766219
-0.191246,0.827381,-0.501352,-13.01512347,30.5569272
0.0986722,0.856461,-0.507883,6.572026829,30.50255753
0.0986722,0.856461,-0.507883,6.572026829,30.50255753
-0.0839379,0.850621,-0.502612,-5.635609704,30.45640442
-0.45542,0.766696,-0.52379,-30.7104541,30.42864218
-0.0724074,0.853803,-0.502374,-4.847412617,30.3827188
-0.824594,0.255872,-0.50592,-72.76085288,30.36926902
-0.451247,0.768597,-0.52196,-30.41740031,30.35473828
0.451819,0.762054,-0.518777,30.66354503,30.35218646
0.0785967,0.860542,-0.505719,5.218571084,30.33783727
0.0785967,0.860542,-0.505719,5.218571084,30.33783727
0.433254,0.731871,-0.496947,30.62474246,30.29784101
0.437905,0.713225,-0.488825,31.54904114,30.28790319
-0.689722,0.523165,-0.504906,-52.81911004,30.25251336
-0.0899378,0.852799,-0.499853,-6.020267828,30.23789409
0.717135,0.488731,-0.505842,55.72537912,30.23692184
0.718895,0.515796,-0.515701,54.34114771,30.23579135
0.41666,0.776997,-0.513409,28.20216856,30.21304647
0.176298,0.826299,-0.49176,12.04395994,30.20092066
-0.582941,0.637838,-0.502192,-42.42521063,30.16420632
-0.0368512,0.864764,-0.502055,-2.440135727,30.11554976
-0.296931,0.813658,-0.50194,-20.048716,30.09273291
0.0249094,0.86538,-0.500978,1.648766463,30.05673561
-0.380151,0.784262,-0.502656,-25.86060446,29.97397198
0.607979,0.606192,-0.494894,45.08432707,29.96045485
0.0894989,0.862769,-0.498758,5.92236572,29.89908959
0.0894989,0.862769,-0.498758,5.92236572,29.89908959
-0.132391,0.858103,-0.498972,-8.770630611,29.8852577
-0.132391,0.858103,-0.498972,-8.770630611,29.8852577
0.421827,0.777605,-0.508377,28.47848122,29.88442524
-0.174494,0.851902,-0.499346,-11.57570831,29.86582735
-0.351205,0.775683,-0.488852,-24.35953041,29.86082495
-0.351205,0.775683,-0.488852,-24.35953041,29.86082495
-0.0405631,0.866186,-0.497672,-2.681176731,29.85266109
-0.0405631,0.866186,-0.497672,-2.681176731,29.85266109
-0.0391963,0.866504,-0.497444,-2.590008429,29.83406203
-0.0391963,0.866504,-0.497444,-2.590008429,29.83406203
-0.0789672,0.858158,-0.492353,-5.25751819,29.7401312
-0.275643,0.827567,-0.497706,-18.42169641,29.70866445
-0.156921,0.856219,-0.496584,-10.38545995,29.70352881
-0.282458,0.825208,-0.497424,-18.89541044,29.69623503
-0.198622,0.838689,-0.490661,-13.32356946,29.65228132
-0.189994,0.848126,-0.494761,-12.62672306,29.65066694
-0.293806,0.830195,-0.499691,-19.48887074,29.57105767
-0.225743,0.843191,-0.495201,-14.98799483,29.56686025
-0.842963,0.188481,-0.489686,-77.39634605,29.54942737
0.800121,0.259308,-0.476613,72.04321742,29.53850923
0.42365,0.776791,-0.501239,28.60737953,29.53134691
0.0118012,0.870109,-0.4928,0.777049194,29.52347365
-0.293664,0.824287,-0.494875,-19.60916641,29.49025643
0.0350094,0.869488,-0.491883,2.305733856,29.47763789
-0.117855,0.863836,-0.492696,-7.769019685,29.47178956
0.0466265,0.869723,-0.49201,3.068731849,29.46200266
0.0466265,0.869723,-0.49201,3.068731849,29.46200266
-0.280799,0.828458,-0.493492,-18.72366508,29.42955612
-0.133018,0.852307,-0.485529,-8.870489472,29.37302545
-0.0323815,0.86963,-0.489661,-2.132477627,29.36551141
0.646002,0.618773,-0.503245,46.23331487,29.36102586
0.206643,0.844544,-0.489057,13.74900132,29.35711783
0.385246,0.772556,-0.485101,26.50378874,29.33276086
0.404496,0.794664,-0.500493,26.9767825,29.30493072
0.642508,0.591618,-0.489851,47.36129152,29.28610446
0.0814587,0.869727,-0.489793,5.350717825,29.27949067
0.114389,0.864866,-0.488593,7.534330299,29.25133581
