yx,yy,yz,yaw,pitch
-0.570225,0.252176,-0.761746,-66.14309431,50.69929078
-0.20949,0.564197,-0.734145,-20.37028753,50.65593758
-0.399324,0.492286,-0.769547,-39.04767252,50.52148731
0.233753,0.601415,-0.781946,21.23969623,50.47130675
0.233753,0.601415,-0.781946,21.23969623,50.47130675
0.489632,0.400958,-0.763356,50.68606849,50.33975809
-0.22285,0.56407,-0.730594,-21.55774096,50.30255722
-0.21811,0.587152,-0.754371,-20.37857654,50.29715778
0.541068,0.340464,-0.767823,57.8200755,50.21994682
0.0786687,0.635175,-0.768369,7.060332967,50.20672415
0.0786687,0.635175,-0.768369,7.060332967,50.20672415
0.0807079,0.635418,-0.767906,7.238687931,50.16795708
0.0807079,0.635418,-0.767906,7.238687931,50.16795708
0.158546,0.624572,-0.768118,14.24352952,50.00640973
0.195653,0.619094,-0.773584,17.53815983,49.9930236
0.24997,0.603074,-0.777807,22.51366848,49.99267139
0.24997,0.603074,-0.777807,22.51366848,49.99267139
-0.154144,0.624999,-0.766907,-13.85441405,49.99055935
-0.247676,0.594785,-0.767244,-22.60746288,49.97817613
-0.633824,0.096997,-0.762901,-81.29926697,49.95362167
0.430891,0.475795,-0.762498,42.16471935,49.90762174
0.250114,0.606949,-0.778362,22.39577766,49.85602543
0.250114,0.606949,-0.778362,22.39577766,49.85602543
-0.203705,0.612824,-0.76555,-18.38700074,49.85010037
0.179347,0.629702,-0.775952,15.89761545,49.84250411
-0.181691,0.624775,-0.770777,-16.21497446,49.83034297
0.371565,0.534803,-0.770655,34.79040784,49.80189594
-0.214776,0.571026,-0.721909,-20.61243375,49.79902377
-0.302693,0.579582,-0.769055,-27.57630383,49.62822315
0.325673,0.55437,-0.754986,30.43274708,49.58196484
-0.402618,0.501879,-0.754506,-38.73732689,49.54364225
-0.176772,0.63135,-0.764109,-15.64174153,49.36933398
-0.351292,0.516537,-0.72744,-34.21925479,49.3463878
0.49375,0.401035,-0.740413,50.91570974,49.33380408
-0.22159,0.574356,-0.715774,-21.09691445,49.30200661
0.187012,0.637397,-0.769865,16.35166542,49.21127433
0.219783,0.62299,-0.763841,19.43219784,49.14451583
0.533374,0.316831,-0.716821,59.28914476,49.12517798
0.064782,0.65127,-0.756093,5.68054054,49.12010689
0.064782,0.65127,-0.756093,5.68054054,49.12010689
0.432921,0.490708,-0.755308,41.41994654,49.09510212
-0.206787,0.622125,-0.756637,-18.38619734,49.09255557
0.360946,0.519012,-0.728767,34.8166157,49.05936083
-0.237124,0.574762,-0.716033,-22.41910139,49.03114847
-0.204221,0.624595,-0.755427,-18.1059576,48.98050693
-0.073101,0.649109,-0.750704,-6.425431898,48.97239686
-0.525438,0.405572,-0.762599,-52.33637836,48.96406843
-0.439472,0.487038,-0.753277,-42.06107818,48.94845881
-0.335328,0.559867,-0.749176,-30.91917347,48.94088579
-0.299284,0.583851,-0.753142,-27.13983083,48.93970528
0.637583,0.157298,-0.753426,76.14131674,48.92399754
-0.452003,0.474731,-0.751529,-43.59511198,48.90448525
0.137744,0.644156,-0.751951,12.07014121,48.78122411
0.12704,0.648459,-0.754122,11.08446341,48.77410938
0.0825235,0.655318,-0.752724,7.177415754,48.7339817
0.303851,0.591253,-0.757262,27.19909791,48.72183559
-0.354554,0.555704,-0.750268,-32.53896358,48.69778749
-0.334108,0.518294,-0.700707,-32.8070533,48.65095468
-0.346889,0.568177,-0.755523,-31.40530981,48.61633316
-0.300672,0.589035,-0.746014,-27.04196836,48.44322557
-0.367735,0.535714,-0.732868,-34.4672241,48.43881115
-0.0486465,0.66245,-0.748588,-4.19993229,48.41685793
-0.230249,0.586432,-0.708331,-21.43630912,48.34902316
0.601963,0.273125,-0.742159,65.59506869,48.30914806
0.326103,0.579355,-0.746294,29.37396401,48.30412465
0.0656904,0.662401,-0.746221,5.663512579,48.2661334
0.0656904,0.662401,-0.746221,5.663512579,48.2661334
-0.0816717,0.661722,-0.746121,-7.03603256,48.21562885
-0.420473,0.511876,-0.740674,-39.40088981,48.19175451
-0.210269,0.594698,-0.703698,-19.47220597,48.12778848
-0.0347665,0.666344,-0.743638,-2.986699254,48.09905508
0.195025,0.641539,-0.744063,16.90903832,47.9757649
0.370669,0.543998,-0.730238,34.26970916,47.96672569
0.370669,0.543998,-0.730238,34.26970916,47.96672569
0.370669,0.543998,-0.730238,34.26970916,47.96672569
0.190002,0.639904,-0.740233,16.53734754,47.95696531
0.461578,0.497985,-0.752124,42.8271699,47.92494152
-0.535017,0.392387,-0.734696,-53.74329318,47.91567374
-0.409358,0.529283,-0.738485,-37.71907962,47.82140793
0.365382,0.576325,-0.752818,32.37412651,47.80939291
-0.29746,0.609982,-0.74515,-25.99635008,47.67427828
-0.188451,0.65148,-0.742446,-16.13335765,47.58980152
-0.169581,0.652976,-0.737012,-14.55837219,47.53001155
0.222086,0.639688,-0.739506,19.14590823,47.5206093
0.644979,0.200071,-0.736909,72.76623032,47.49811862
0.546882,0.394697,-0.733662,54.18117151,47.40844358
0.57415,0.34011,-0.724237,59.35871546,47.34196124
-0.00501955,0.677742,-0.735286,-0.424341079,47.33123546
0.592041,0.296481,-0.717635,63.39930738,47.30372969
-0.0791659,0.674961,-0.735746,-6.689634213,47.27221329
-0.0725267,0.667892,-0.727017,-6.197491185,47.25974548
0.476027,0.377394,-0.65581,51.59263433,47.1910658
-0.597779,0.308118,-0.725608,-62.73170218,47.17473242
-0.0834051,0.676013,-0.733083,-7.033491487,47.10352403
0.368994,0.565913,-0.725896,33.10568061,47.05597819
0.368994,0.565913,-0.725896,33.10568061,47.05597819
-0.397204,0.547465,-0.725947,-35.96212916,47.02437815
-0.608524,0.303782,-0.729375,-63.47111588,47.00072283
-0.292632,0.62895,-0.741709,-24.95117838,46.91585352
-0.440739,0.494826,-0.708105,-41.69129216,46.89930915
-0.440739,0.494826,-0.708105,-41.69129216,46.89930915
-0.536139,0.410159,-0.719973,-52.58315758,46.84495606
-0.078593,0.680209,-0.729486,-6.590867741,46.81246492
-0.591121,0.346302,-0.728072,-59.63654536,46.74211704
-0.450877,0.521195,-0.732181,-40.86252967,46.73391033
0.581129,0.344719,-0.717259,59.32407228,46.70980446
0.620368,0.238383,-0.704681,68.98019758,46.6769903
0.389187,0.576626,-0.735071,34.01692321,46.57724651
-0.551807,0.395665,-0.717353,-54.35814771,46.57329835
0.324234,0.611586,-0.726127,27.93042194,46.36955364
-0.51686,0.446891,-0.715719,-49.15242846,46.32877821
0.436691,0.534052,-0.721845,39.27265311,46.2978157
-0.323997,0.580771,-0.695266,-29.15600869,46.27320017
-0.294713,0.620194,-0.715408,-25.4168267,46.17479813
0.239944,0.634708,-0.706438,20.70851746,46.15363202
-0.556082,0.398371,-0.710825,-54.3826067,46.09960424
-0.561261,0.392987,-0.71129,-55.00083454,46.07172009
-0.377751,0.579745,-0.716512,-33.08751345,45.99891508
0.324567,0.612374,-0.717645,27.92423105,45.99801661
-0.225552,0.658494,-0.719223,-18.90771859,45.93797734
-0.533708,0.433768,-0.70806,-50.89771949,45.83366933
0.664714,0.219273,-0.719068,71.74353245,45.77201796
0.512077,0.466004,-0.710785,47.69695306,45.75171627
0.533921,0.473422,-0.729412,48.43694125,45.62850242
-0.109835,0.692774,-0.71471,-9.00890516,45.53741244
0.174031,0.678178,-0.71095,14.39242925,45.43844733
-0.658645,0.229116,-0.707757,-70.819278,45.42405152
0.271987,0.655113,-0.717935,22.54703746,45.3454066
0.061417,0.700469,-0.710975,5.01086942,45.31678136
0.061417,0.700469,-0.710975,5.01086942,45.31678136
-0.521229,0.440379,-0.688968,-49.8060065,45.27614474
0.30984,0.645591,-0.721974,25.63785508,45.23432809
-0.432392,0.555433,-0.709457,-37.89994905,45.22546226
0.0758902,0.702317,-0.711786,6.16727514,45.21738123
0.0758902,0.702317,-0.711786,6.16727514,45.21738123
0.353314,0.605013,-0.70574,30.28396851,45.20849904
0.353314,0.605013,-0.70574,30.28396851,45.20849904
0.263808,0.656891,-0.712219,21.88043766,45.17488059
-0.630629,0.315076,-0.708711,-63.45228657,45.15210699
-0.150069,0.690769,-0.710565,-12.25699794,45.14886305
0.598641,0.318262,-0.680687,62.00306422,45.11400395
0.505709,0.4887,-0.704294,45.97992767,45.04224471
-0.557071,0.343592,-0.655036,-58.33441435,45.02300636
-0.557071,0.343592,-0.655036,-58.33441435,45.02300636
-0.557071,0.343592,-0.655036,-58.33441435,45.02300636
0.130049,0.695019,-0.705874,10.59838549,44.95103823
-0.00734445,0.706958,-0.705743,-0.595213365,44.94917665
0.520586,0.495278,-0.717151,46.42710216,44.94428047
-0.548962,0.43462,-0.69867,-51.63090531,44.93809935
-0.534687,0.451332,-0.697534,-49.83211915,44.91086759
-0.563907,0.412884,-0.696573,-53.78898756,44.9043667
-0.0500519,0.708401,-0.70401,-4.041503078,44.75054894
-0.0500519,0.708401,-0.70401,-4.041503078,44.75054894
-0.0500519,0.708401,-0.70401,-4.041503078,44.75054894
0.417309,0.576868,-0.704136,35.88215251,44.68241132
-0.0747666,0.707624,-0.703202,-6.031417009,44.66140023
-0.0747666,0.707624,-0.703202,-6.031417009,44.66140023
-0.0747666,0.707624,-0.703202,-6.031417009,44.66140023
-0.376556,0.57051,-0.674674,-33.42616831,44.62448963
0.322399,0.562424,-0.639802,29.82268153,44.62306493
0.322399,0.562424,-0.639802,29.82268153,44.62306493
-0.491887,0.508011,-0.697533,-44.07614868,44.60868599
0.134495,0.700625,-0.702436,10.86655356,44.55562374
0.672068,0.268293,-0.71198,68.23786172,44.53461215
-0.144104,0.695052,-0.697923,-11.71309304,44.51526347
0.343642,0.626815,-0.702822,28.73310067,44.5145582
0.530434,0.483364,-0.703996,47.65829775,44.45029873
0.27039,0.643544,-0.683182,22.79008848,44.38369114
-0.451818,0.550073,-0.694533,-39.39893916,44.29484421
0.456182,0.556293,-0.700544,39.35309147,44.23842886
0.699973,0.153189,-0.697312,77.65545202,44.2208551
-0.531518,0.467409,-0.688618,-48.67208468,44.21295266
0.370742,0.60264,-0.687006,31.59968262,44.15607294
-0.337129,0.631236,-0.694243,-28.10567595,44.13124112
-0.63472,0.326009,-0.691474,-62.81376722,44.0998955
