is_coarse,dose,risk,distance,threshold,randomangle
FALSE,1.9735165017668812,6.90727603912302e-6,0.9,1,far
FALSE,1.572127712125425,5.502426774125317e-6,1,1,far
FALSE,0.006625980810882481,2.3190914266374473e-8,1.1,1,far
FALSE,0.006484429388917431,2.2695487581088063e-8,1.2000000000000002,1,far
FALSE,0.009111664464409391,3.1890789434667854e-8,1.3000000000000003,1,far
FALSE,0.008899361102031945,3.114773316605065e-8,1.4000000000000001,1,far
FALSE,0.0037623992842539845,1.316839065179882e-8,1.5000000000000002,1,far
FALSE,0.004015859625283456,1.4055501564627383e-8,1.6,1,far
FALSE,0.004018038537063005,1.4063128107348384e-8,1.7000000000000002,1,far
FALSE,0.0030839347625584938,1.0793768010847611e-8,1.8000000000000003,1,far
FALSE,0.0030755942242599735,1.0764575057384352e-8,1.9000000000000001,1,far
FALSE,0.0031136450085558457,1.0897754060903127e-8,2,1,far
FALSE,0.002872389621700397,1.0053360369274077e-8,2.1,1,far
FALSE,0.003039348036888432,1.0637714404349019e-8,2.2,1,far
FALSE,0.0017660963142870061,6.181335885319338e-9,2.3000000000000003,1,far
FALSE,0.002326262398561225,8.141915884198401e-9,2.4000000000000004,1,far
FALSE,0.0017648164675088734,6.1768562896417195e-9,2.5000000000000004,1,far
FALSE,0.00171972233786753,6.019026413123132e-9,2.6,1,far
FALSE,0.001897922304432767,6.642726663392915e-9,2.7,1,far
FALSE,0.0012410232201130094,4.343580571282563e-9,2.8000000000000003,1,far
FALSE,0.002163353041506878,7.571734128914085e-9,2.9000000000000004,1,far
FALSE,0.001148239462826333,4.018837306649064e-9,3.0000000000000004,1,far
FALSE,0.0012789028136436385,4.476159371442007e-9,3.1,1,far
FALSE,0.001020724634818095,3.5725358606199114e-9,3.2,1,far
FALSE,7.604052011882965e-4,2.6614179712216746e-9,3.3000000000000003,1,far
FALSE,0.0012097920810802117,4.234271749655759e-9,3.4000000000000004,1,far
FALSE,7.594500983750879e-4,2.658075080383618e-9,3.5000000000000004,1,far
FALSE,9.381805726105388e-4,3.2836316707099674e-9,3.6,1,far
FALSE,6.930534288416299e-4,2.425686802069353e-9,3.7,1,far
FALSE,6.679431933279651e-4,2.3378008441182485e-9,3.8000000000000003,1,far
FALSE,9.47358412709908e-4,3.315754107702782e-9,3.9000000000000004,1,far
FALSE,8.973986588144241e-4,3.14089494213119e-9,4,1,far
FALSE,8.541983794683542e-4,2.9896940182083975e-9,4.1,1,far
FALSE,8.885884560588364e-4,3.110059286073962e-9,4.2,1,far
FALSE,6.100969211408884e-4,2.13533904336316e-9,4.3,1,far
FALSE,7.404579860199277e-4,2.5916027611561275e-9,4.3999999999999995,1,far
FALSE,6.296807898972165e-4,2.2038825628425424e-9,4.5,1,far
FALSE,6.935023964867311e-4,2.4272582232169105e-9,4.6,1,far
FALSE,4.950166813667937e-4,1.7325582758032765e-9,4.7,1,far
FALSE,5.841453292858912e-4,2.044508477205289e-9,4.8,1,far
FALSE,4.210556364825606e-4,1.4736945986779242e-9,4.9,1,far
FALSE,2.985778552521215e-4,1.0450224527274967e-9,5,1,far
FALSE,3.884410398467895e-4,1.3595435611185647e-9,5.1,1,far
FALSE,5.373599977335046e-4,1.8807598887530233e-9,5.2,1,far
FALSE,4.678031823621073e-4,1.637311032252749e-9,5.3,1,far
FALSE,3.185797645611074e-4,1.1150291425289018e-9,5.4,1,far
FALSE,3.8019300676942565e-4,1.3306754041946416e-9,5.5,1,far
FALSE,4.562239038790551e-4,1.5967835586246984e-9,5.6,1,far
FALSE,5.738280001261324e-4,2.0083979138762397e-9,5.7,1,far
FALSE,3.7021693592741004e-4,1.2957591825542342e-9,5.8,1,far
FALSE,4.726123538861336e-4,1.6541431309912179e-9,5.9,1,far
FALSE,4.7393138546296404e-4,1.658759777024695e-9,6,1,far
FALSE,3.2285298338046467e-4,1.12998539659478e-9,6.1,1,far
FALSE,4.619447447912765e-4,1.6168064831068695e-9,6.2,1,far
FALSE,2.9886903561455053e-4,1.0460415913962996e-9,6.3,1,far
FALSE,3.4588185716222025e-4,1.2105864539428932e-9,6.4,1,far
FALSE,2.4804963255822376e-4,8.681736885171741e-10,6.5,1,far
FALSE,2.6590179486723825e-4,9.306562494643949e-10,6.6,1,far
FALSE,1.9778193845889497e-4,6.922367675047455e-10,6.7,1,far
FALSE,2.8651179121029876e-4,1.0027912361863063e-9,6.8,1,far
FALSE,1.6751995160514593e-4,5.863198097396755e-10,6.9,1,far
FALSE,1.8972215857630627e-4,6.640275395787766e-10,7,1,far
FALSE,3.0259690232949197e-4,1.0590891211517954e-9,7.1,1,far
FALSE,1.6209636976247376e-4,5.673372808228498e-10,7.2,1,far
FALSE,2.2698592038266548e-4,7.944507008747636e-10,7.3,1,far
FALSE,1.5943400144269884e-4,5.580189939281201e-10,7.4,1,far
FALSE,1.9335678782231406e-4,6.767487425751473e-10,7.5,1,far
FALSE,2.480341242046204e-4,8.681194113455225e-10,7.6,1,far
FALSE,3.1335509365274086e-4,1.096742769841696e-9,7.7,1,far
FALSE,9.864625344543278e-5,3.4526188054610346e-10,7.8,1,far
FALSE,1.5829896397046448e-4,5.5404636289512e-10,7.9,1,far
FALSE,3.0156183747244875e-4,1.0554664001071168e-9,8,1,far
FALSE,1.4121436606241995e-4,4.942502732423945e-10,8.1,1,far
FALSE,1.400088058126856e-4,4.900308069535252e-10,8.2,1,far
FALSE,1.374741325657652e-4,4.811594556934463e-10,8.3,1,far
FALSE,2.2494758804388626e-4,7.873165236981208e-10,8.4,1,far
FALSE,1.0053264328358217e-4,3.518642462647479e-10,8.5,1,far
FALSE,1.8935349795226995e-4,6.627372239886853e-10,8.6,1,far
FALSE,1.819959340228736e-4,6.369857555407057e-10,8.7,1,far
FALSE,2.2603810409410193e-4,7.911333465654913e-10,8.8,1,far
FALSE,1.8107140822448694e-4,6.337499143441549e-10,8.9,1,far
FALSE,1.136355679649086e-4,3.977244787117881e-10,9,1,far
FALSE,1.7450674789453994e-4,6.107736075188758e-10,9.1,1,far
FALSE,1.8008591803359892e-4,6.303007012175668e-10,9.2,1,far
FALSE,1.6719812231144826e-4,5.851934166261506e-10,9.3,1,far
FALSE,1.1164274898205526e-4,3.9074960737447263e-10,9.4,1,far
FALSE,1.1421078154965154e-4,3.997377313773416e-10,9.5,1,far
FALSE,2.0165074076821537e-4,7.0577757243494e-10,9.6,1,far
FALSE,1.4752069649374798e-4,5.163224313419361e-10,9.700000000000001,1,far
FALSE,1.4514709228281522e-4,5.080148169547571e-10,9.8,1,far
FALSE,1.0606835304579974e-4,3.712392295199208e-10,9.9,1,far
FALSE,1.7744888095481357e-4,6.210710718594769e-10,10,1,far
